tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,target_norm,text_clean
ÛÏ@mention Have yet to see someone with a PC (Dell or otherwise) @mention SXSW - all Apple MacBook Pro or iPads...#sxswÛ I'll b there soon!,,No emotion toward brand or product,,have yet to see someone with a pc dell or otherwise sxsw all apple macbook pro or ipads sxsw i'll b there soon
I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2. I love this place!,iPad,Positive emotion,Apple iPad,i've been having meetings while i'm in line at the sxsw popup apple store for the ipad2 i love this place
#Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention,iPad or iPhone App,Positive emotion,Apple iOS App,apple to hawk ipad 2 at sxsw festival popup store link by
I want to hear @mention tell a Google Love Story! #connectedbrands #SXSW #SXSWiC,,No emotion toward brand or product,,i want to hear tell a google love story connectedbrands sxsw sxswic
Pumped to hear @mention dudes talk about logos over the years. Can I make one? #sxsw #Gsdm,,No emotion toward brand or product,,pumped to hear dudes talk about logos over the years can i make one sxsw gsdm
Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh,,No emotion toward brand or product,,thanks to heathcare digital for publishing the news about our new medical apps showcased at sxsw link sxswh
"@mention  hello! Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app, {link} booth 437",,Positive emotion,,hello enjoy sxsw and ride anywhere in austin for 10 download the groundlink app link booth 437
"Oh Lordy, here we go... RT @mention What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.",iPad,Positive emotion,Apple iPad,oh lordy here we go rt what time does the apple store at sxsw open pulling the ipad2 trigger
"ÛÏ@mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.Û",,No emotion toward brand or product,,hey austin know a little about iphone or android love music amp wanna make 20 hour during sxsw please let me know
Loved the honesty in Google's Marissa Mayer keynote: we have too many products and need to step up customer service for locations #sxsw,Google,Positive emotion,Google,loved the honesty in google's marissa mayer keynote we have too many products and need to step up customer service for locations sxsw
Google to Host Developer Day at SXSW {link} #sxsw @mention,,No emotion toward brand or product,,google to host developer day at sxsw link sxsw
T-minus 6 hours: social media mavens start performing degrading sex acts for an iPhone charge. #SXSW,,No emotion toward brand or product,,t minus 6 hours social media mavens start performing degrading sex acts for an iphone charge sxsw
Hey #SXSW how bout donating all this $ your spending on the new #iPad to Japan. Do you REALLY need that thing?,iPad,Negative emotion,Apple iPad,hey sxsw how bout donating all this your spending on the new ipad to japan do you really need that thing
"Wondering how much revenue the Austin @mention store grossed on account of the ipad2, amid #sxsw ...what a strategic release...",,Positive emotion,,wondering how much revenue the austin store grossed on account of the ipad2 amid sxsw what a strategic release
#technews How To ÛÏWinÛ SXSW: Hint ÛÒ ItÛªs The Same Answer Every Year {link} #Tech_News #Bill_Murray #How_To #iPhone #SXSW #tech,,No emotion toward brand or product,,technews how to win sxsw hint it s the same answer every year link tech news bill murray how to iphone sxsw tech
"Apple and HP popups at #SXSW. Gee, I wonder which will get more traffic. -  {link}",,No emotion toward brand or product,,apple and hp popups at sxsw gee i wonder which will get more traffic link
Scavenger Hunt game for businesses released as app for the iPhone at #SXSW {link},,No emotion toward brand or product,,scavenger hunt game for businesses released as app for the iphone at sxsw link
Wonder if I can fit an iPad 2 in my luggage as I'm packing for Austin? Hmmm. #sxsw,,No emotion toward brand or product,,wonder if i can fit an ipad 2 in my luggage as i'm packing for austin hmmm sxsw
"Holy moly I can't believe the line out here #sxsw @mention Apple Store, SXSW {link}",,No emotion toward brand or product,,holy moly i can't believe the line out here sxsw apple store sxsw link
"Only time I ever torrent (also this is legal). Also, also, so excited #sxsw  {link}",,No emotion toward brand or product,,only time i ever torrent also this is legal also also so excited sxsw link
How could I forget my cell phone today for #SXSW what a fail glad I have my iPad #lifelinetotheworld,iPad,Positive emotion,Apple iPad,how could i forget my cell phone today for sxsw what a fail glad i have my ipad lifelinetotheworld
".@mention I have a 3G iPhone. After 3 hrs tweeting at #RISE_Austin, it was dead!  I need to upgrade. Plugin stations at #SXSW.",iPhone,Negative emotion,Apple iPhone,i have a 3g iphone after 3 hrs tweeting at rise austin it was dead i need to upgrade plugin stations at sxsw
.@mention I have a feeling #SXSW will be the worst place to try &amp; get an iPad 2- everyone there will be trying to get one. #techiesunite,iPad,Negative emotion,Apple iPad,i have a feeling sxsw will be the worst place to try amp get an ipad 2 everyone there will be trying to get one techiesunite
"Love that I have a MacBook, iPad, and iPhone with me at #sxsw this year. One runs out of juice, and I can jump to the next.",iPhone,Positive emotion,Apple iPhone,love that i have a macbook ipad and iphone with me at sxsw this year one runs out of juice and i can jump to the next
Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermatteam #sxsw #thanks,iPhone,Positive emotion,Apple iPhone,holy cow i just got hooked by paolo and alex with a backup charger for my iphone facebook com powermat powermatteam sxsw thanks
Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermattteam #sxsw #thanks,iPhone,Positive emotion,Apple iPhone,holy cow i just got hooked by paolo and alex with a backup charger for my iphone facebook com powermat powermattteam sxsw thanks
Catch 22Û_ I mean iPad 2 at #SXSW - {link} #apple #ipad2,,Positive emotion,,catch 22 i mean ipad 2 at sxsw link apple ipad2
Catch 22Û_ I mean iPad 2 at #SXSW : {link},,I can't tell,,catch 22 i mean ipad 2 at sxsw link
I knew if I plied @mention with beer and stogies last night I'd weasel my way into the Team Android party tonight. #success #SXSW.,Android,Positive emotion,Android,i knew if i plied with beer and stogies last night i'd weasel my way into the team android party tonight success sxsw
"Honestly, I think everyone at #sxsw owns an @mention laptop! #truestory",,No emotion toward brand or product,,honestly i think everyone at sxsw owns an laptop truestory
"Ok nerds, I totally am Bateman. You want me to sign your iPad 2? #sxsw",,No emotion toward brand or product,,ok nerds i totally am bateman you want me to sign your ipad 2 sxsw
Last year I traveled too heavy...this year too light. I'll get it right next year. Left my iPad at home. #sxsw,,No emotion toward brand or product,,last year i traveled too heavy this year too light i'll get it right next year left my ipad at home sxsw
"I thought I would use my iPad a lot during #SXSW, but I haven't even touched it once.  Hmmzies.",iPad,Negative emotion,Apple iPad,i thought i would use my ipad a lot during sxsw but i haven't even touched it once hmmzies
ÛÏ@mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSWÛ,,Positive emotion,,i'll be at the austin convention center today w my fam showing my new iphone game sxsw
"Cool one, I'll be there. RT @mention #SXSW Friday at 5pm Doodle Google session.  {link}",,No emotion toward brand or product,,cool one i'll be there rt sxsw friday at 5pm doodle google session link
@mention  I'm beyond frustrated w/ @mention after this Samsung Moment runaround &amp; am leaving for ATT &amp; iPhone so I can enjoy #sxsw.,iPhone,Positive emotion,Apple iPhone,i'm beyond frustrated w after this samsung moment runaround amp am leaving for att amp iphone so i can enjoy sxsw
ev'ry day i'm hustlin'! working the @mention #sxsw event for @mention tonight- i've absolutely loved working... {link},,No emotion toward brand or product,,ev'ry day i'm hustlin' working the sxsw event for tonight i've absolutely loved working link
Brilliant idea to have @mention and @mention search engine ranking session in small room. Only 75 people locked out. #sxsw,,No emotion toward brand or product,,brilliant idea to have and search engine ranking session in small room only 75 people locked out sxsw
I have no idea why this startupbus thing is so addictive: {link} #sxsw Also just added Android app.,Android App,Positive emotion,Android,i have no idea why this startupbus thing is so addictive link sxsw also just added android app
Practical ideas on android development - Bit.ly/androidhig - #sxsw,,No emotion toward brand or product,,practical ideas on android development bit ly androidhig sxsw
Wondering if anyone at #SXSW will sell me a Verizon iPhone? Bueller?,,No emotion toward brand or product,,wondering if anyone at sxsw will sell me a verizon iphone bueller
"ÛÏ@mention If I show up at #sxsw with my 1st gen iPad, will they still let me in the door?Û ( Too funny Tim!! )",,No emotion toward brand or product,,if i show up at sxsw with my 1st gen ipad will they still let me in the door too funny tim
